Blade,Ratchet,Bit,Win %,Wins,Losses,Partidas,Pts Ganados/Combate,Pts Cedidos/Combate,Wilson Score,Arquetipo victoria,Arquetipo derrota
Wizard Arc Bumper,4-55,Under Needle,0.0,0.0,1.0,1,0.0,1.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Arc Erase,9-60,Jolt,50.0,2.0,2.0,4,1.5,2.5,0.1500357088201714,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Arc Heavy,7-60,Kick,50.0,3.0,3.0,6,2.0,1.67,0.1876128068994087,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Arc Heavy,9-60,Trans Point,50.0,2.0,2.0,4,1.5,2.0,0.1500357088201714,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Arc Heavy,9-60,Under Needle,60.0,6.0,4.0,10,1.5,1.25,0.3126695474501863,🟠 Burst / Over,🔵 Pierde por spin
Wizard Arc Round,9-60,Low Orb,0.0,0.0,2.0,2,0.0,1.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Arrow,1-60,Jolt,66.67,2.0,1.0,3,2.0,2.0,0.2076549551264878,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Arrow,3-60,Free Ball,66.67,2.0,1.0,3,1.0,2.0,0.2076549551264878,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Arrow,3-80,Gear Needle,0.0,0.0,2.0,2,0.0,1.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Arrow,4-55,Low Orb,60.0,3.0,2.0,5,2.0,1.5,0.230719932208837,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Arrow,4-60,Gear Needle,33.33,1.0,2.0,3,1.0,1.5,0.0614903152761605,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Arrow,4-80,Ball,14.29,1.0,6.0,7,0.0,0.67,0.0256789559489747,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Arrow,4-80,High Needle,25.0,1.0,3.0,4,2.0,1.0,0.0455860626446362,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Arrow,4-80,Spike,33.33,1.0,2.0,3,1.0,1.5,0.0614903152761605,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Arrow,5-60,Ball,75.0,6.0,2.0,8,1.83,1.5,0.4092698791025891,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Arrow,5-60,Orb,64.18,43.0,24.0,67,0.74,1.04,0.5221828769475225,🔵 Spin finish,🔵 Pierde por spin
Wizard Arrow,5-70,Disc Ball,0.0,0.0,1.0,1,0.0,1.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Arrow,5-80,Taper,75.0,6.0,2.0,8,1.83,1.5,0.4092698791025891,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Arrow,7-60,Hexa,50.0,2.0,2.0,4,1.0,1.0,0.1500357088201714,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Arrow,9-60,Ball,58.33,14.0,10.0,24,1.14,1.8,0.3883433764938864,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Arrow,9-60,Free Ball,50.0,7.0,7.0,14,1.86,1.57,0.2679886791947528,🟠 Burst / Over,🟠 Pierde por burst/over
Wizard Arrow,9-70,Free Ball,55.56,5.0,4.0,9,1.4,1.5,0.2666473457440296,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,1-50,Hexa,69.23,18.0,8.0,26,1.39,1.63,0.5001138848576876,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,1-60,Ball,71.43,10.0,4.0,14,1.9,2.75,0.4535045882751561,🟠 Burst / Over,🟢 Pierde por xtreme
Wizard Rod,1-60,Bound Spike,70.0,7.0,3.0,10,1.0,1.33,0.3967732199795652,🔵 Spin finish,🔵 Pierde por spin
Wizard Rod,1-60,Free Ball,75.0,3.0,1.0,4,1.67,1.0,0.3006360524426366,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,1-60,Hexa,70.91,485.0,199.0,684,1.28,1.68,0.673933395629049,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,1-60,High Needle,90.91,10.0,1.0,11,1.4,1.0,0.6226353745137962,🔵 Spin finish,🔵 Pierde por spin
Wizard Rod,1-60,Level,66.67,8.0,4.0,12,1.5,1.5,0.3906175873976139,🟠 Burst / Over,🟠 Pierde por burst/over
Wizard Rod,1-60,Low Rush,50.0,2.0,2.0,4,1.0,1.0,0.1500357088201714,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,1-60,Rush,75.0,3.0,1.0,4,1.33,3.0,0.3006360524426366,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,1-60,Under Needle,61.18,93.0,59.0,152,1.115,1.76,0.5325219333033981,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,1-70,Hexa,78.57,33.0,9.0,42,1.24,1.67,0.6405986210195627,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,1-80,Hexa,86.96,20.0,3.0,23,1.1,2.0,0.678721020269818,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,3-60,Ball,64.34,175.0,97.0,272,1.155,1.625,0.5848224197292156,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,3-60,Dot,63.64,7.0,4.0,11,1.29,2.0,0.3537967768916372,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,3-60,Free Ball,71.43,15.0,6.0,21,1.0,1.33,0.5004322617716241,🔵 Spin finish,🔵 Pierde por spin
Wizard Rod,3-60,Hexa,66.67,22.0,11.0,33,1.18,1.55,0.4960758179994997,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,3-60,High Needle,50.0,1.0,1.0,2,1.0,2.0,0.0945286548008661,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,3-60,Level,77.78,14.0,4.0,18,1.71,1.5,0.547849735476945,🟠 Burst / Over,🟠 Pierde por burst/over
Wizard Rod,3-60,Orb,50.0,3.0,3.0,6,1.33,1.0,0.1876128068994087,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,3-60,Point,0.0,0.0,5.0,5,0.0,1.6,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,3-60,Taper,33.33,1.0,2.0,3,1.0,1.0,0.0614903152761605,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,3-80,Free Ball,42.86,3.0,4.0,7,1.33,1.25,0.1582169222626268,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,3-80,Orb,75.0,6.0,2.0,8,1.5,1.0,0.4092698791025891,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,4-60,Level,50.0,2.0,2.0,4,2.0,2.0,0.1500357088201714,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,5-60,Ball,57.89,11.0,8.0,19,1.27,1.88,0.3627555146516011,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,5-60,High Needle,25.0,1.0,3.0,4,1.0,0.67,0.0455860626446362,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,5-60,Point,57.14,4.0,3.0,7,2.0,1.33,0.2504542304090258,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,5-70,Disc Ball,0.0,0.0,2.0,2,0.0,1.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,5-70,Hexa,66.67,16.0,8.0,24,1.13,2.0,0.4670595949408045,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,6-60,Ball,50.0,5.0,5.0,10,1.4,2.0,0.2365895936154873,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,7-60,Ball,80.0,4.0,1.0,5,1.0,2.0,0.3755282641185388,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,7-60,Free Ball,100.0,3.0,0.0,3,1.33,0.0,0.4384939195509822,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,7-60,Hexa,61.54,8.0,5.0,13,1.38,2.0,0.3552248097226855,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,7-70,Hexa,66.67,8.0,4.0,12,1.4300000000000002,1.165,0.3906175873976139,🔵 Spin finish,🔵 Pierde por spin
Wizard Rod,9-60,Ball,74.48,397.0,136.0,533,1.27,2.045,0.7061686022354574,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,9-60,Dot,71.05,27.0,11.0,38,1.41,1.73,0.5524256173381022,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,9-60,Free Ball,90.91,10.0,1.0,11,1.3,3.0,0.6226353745137962,🔵 Spin finish,🟢 Pierde por xtreme
Wizard Rod,9-60,Gear Flat,37.5,3.0,5.0,8,1.33,2.4,0.136841759461521,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,9-60,Gear Needle,83.33,5.0,1.0,6,1.4,1.0,0.4364905634363539,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,9-60,Hexa,74.16,66.0,23.0,89,1.27,1.96,0.641968636926015,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,9-60,High Needle,51.72,15.0,14.0,29,1.2,1.5,0.3443073797056916,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,9-60,Level,62.5,5.0,3.0,8,1.4,1.33,0.3057378545838018,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,9-60,Low Orb,93.75,15.0,1.0,16,1.07,2.0,0.7167073163197013,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,9-60,Orb,57.14,8.0,6.0,14,1.0,2.0,0.3259026690286936,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,9-60,Taper,66.67,4.0,2.0,6,1.5,2.0,0.2999883213415286,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,9-60,Under Needle,100.0,8.0,0.0,8,1.0,0.0,0.6755843804891231,⚪ Datos insuficientes,⚪ Datos insuficientes
Wizard Rod,9-60,Wedge,65.0,13.0,7.0,20,1.31,2.14,0.4328505102194647,🔵 Spin finish,🟠 Pierde por burst/over
Wizard Rod,9-70,Low Orb,56.25,9.0,7.0,16,1.44,1.43,0.3317819560677652,🔵 Spin finish,🔵 Pierde por spin
Wizard Rod,9-70,Under Needle,60.0,3.0,2.0,5,1.0,2.0,0.230719932208837,⚪ Datos insuficientes,⚪ Datos insuficientes
Wolf Hunt Heavy,5-60,Level,42.86,3.0,4.0,7,1.67,1.0,0.1582169222626268,⚪ Datos insuficientes,⚪ Datos insuficientes
Wyvern Gale,3-70,Gear Needle,66.67,2.0,1.0,3,1.5,1.0,0.2076549551264878,⚪ Datos insuficientes,⚪ Datos insuficientes
Wyvern Gale,9-60,Dot,50.0,2.0,2.0,4,1.5,3.0,0.1500357088201714,⚪ Datos insuficientes,⚪ Datos insuficientes
Wyvern Gale,9-60,Gear Ball,71.43,5.0,2.0,7,1.4,1.0,0.3589290901482126,⚪ Datos insuficientes,⚪ Datos insuficientes
Wyvern Gale,9-80,Dot,50.0,4.0,4.0,8,1.5,1.5,0.2152125268244419,⚪ Datos insuficientes,⚪ Datos insuficientes
Wyvern Hover,1-60,Hexa,66.67,4.0,2.0,6,2.0,2.5,0.2999883213415286,⚪ Datos insuficientes,⚪ Datos insuficientes
Wyvern Hover,1-60,Low Rush,60.0,6.0,4.0,10,1.17,1.5,0.3126695474501863,🔵 Spin finish,🟠 Pierde por burst/over
Wyvern Hover,1-70,Low Rush,50.0,5.0,5.0,10,2.0,2.2,0.2365895936154873,🟠 Burst / Over,🟠 Pierde por burst/over
Wyvern Hover,4-50,Low Rush,75.0,6.0,2.0,8,2.0,1.5,0.4092698791025891,⚪ Datos insuficientes,⚪ Datos insuficientes
Wyvern Hover,6-60,Kick,60.0,6.0,4.0,10,1.83,1.5,0.3126695474501863,🟠 Burst / Over,🟠 Pierde por burst/over
Wyvern Hover,7-60,Kick,30.0,3.0,7.0,10,0.33,0.71,0.1077892874862118,⚫ Alta tendencia a perder,🔵 Pierde por spin
Wyvern Hover,7-60,Level,52.63,10.0,9.0,19,1.6,1.33,0.3170748251182511,🟠 Burst / Over,🔵 Pierde por spin
Wyvern Hover,7-60,Low Rush,0.0,0.0,3.0,3,0.0,2.0,0.0,⚪ Datos insuficientes,⚪ Datos insuficientes
Wyvern Hover,9-60,Jolt,63.64,21.0,12.0,33,2.0,1.67,0.4661587262153409,🟠 Burst / Over,🟠 Pierde por burst/over
Wyvern Hover,9-60,Kick,60.81,45.0,29.0,74,1.87,1.76,0.4941931053499984,🟠 Burst / Over,🟠 Pierde por burst/over
Wyvern Hover,9-60,Level,50.0,2.0,2.0,4,1.0,1.5,0.1500357088201714,⚪ Datos insuficientes,⚪ Datos insuficientes
Wyvern Hover,9-60,Low Rush,54.05,20.0,17.0,37,1.65,1.53,0.3838377952476737,🟠 Burst / Over,🟠 Pierde por burst/over
Wyvern Hover,9-60,Rush,64.2,52.0,29.0,81,1.75,1.41,0.5333285955888399,🟠 Burst / Over,🔵 Pierde por spin
Wyvern Hover,9-70,Low Rush,66.67,4.0,2.0,6,1.75,2.5,0.2999883213415286,⚪ Datos insuficientes,⚪ Datos insuficientes
Yell Kong,9-60,Orb,40.0,2.0,3.0,5,1.5,1.67,0.1176182311592532,⚪ Datos insuficientes,⚪ Datos insuficientes
